businessZones,city,companyFullName,companyId,companyLabelList,companyLogo,companyShortName,companySize,createTime,deliver,district,education,explain,financeStage,firstType,formatCreateTime,gradeDescription,hitags,imState,industryField,industryLables,isSchoolJob,jobNature,lastLogin,latitude,linestaion,longitude,pcShow,plus,positionAdvantage,positionId,positionLables,positionName,promotionScoreExplain,publisherId,resumeProcessDay,resumeProcessRate,salary,score,secondType,stationname,subwayline,workYear
"打浦桥,鲁班路",上海,上海无熵信息科技有限公司,291058,,i/image2/M00/25/A7/CgoB5lodLpGAEsbnAAAQkR5YEog633.jpg,星合金融科技,50-150人,2018-06-20 10:10:33,0,黄浦区,本科,,不需要融资,开发/测试/运维类,3天前发布,,,today,"移动互联网,金融","金融,资深,数据分析,建模",0,全职,1529674165000,31.205741999999997,4号线_西藏南路;4号线_鲁班路;8号线_西藏南路;8号线_陆家浜路;9号线_陆家浜路;9号线_马当路;9号线_打浦桥;10号线(航中路)_新天地;10号线(虹桥火车站)_新天地;13号线_新天地;13号线_马当路;13号线_世博会博物馆,121.478054,0,,"扁平化管理,年假多,不打卡",4351926,"金融,资深,数据分析,建模",高级机器学习算法工程师(金融风控领域),,8938462,1,32,20k-40k,0,数据开发,西藏南路,10号线(航中路),3-5年
外高桥,上海,杭州云脑科技有限公司,190413,"年底双薪,股票期权,扁平管理,人工智能",i/image/M00/14/75/CgpEMljxqPeATVzMAABTwE-3uJc836.png,云脑科技,15-50人,2018-06-22 13:19:55,0,浦东新区,本科,,A轮,开发/测试/运维类,1天前发布,,,today,"企业服务,数据服务",,0,全职,1529651590000,31.319638,6号线_外高桥保税区南,121.60719499999999,0,,"硅谷团队,弹性工作,年底双薪,电脑补助",4658699,"数据分析,算法,数据挖掘,分布式",大数据开发工程师（负责机器学习、深度学习场景）,,8540637,1,86,15k-30k,0,数据开发,外高桥保税区南,6号线,3-5年
"张江,北蔡",上海,上海聚虹光电科技有限公司,97939,"股票期权,带薪年假,岗位晋升,扁平管理",image2/M00/08/DA/CgqLKVYEqrGAXEenAAARCg7iLC4051.jpg?cc=0.20870020287111402,IRISIAN,50-150人,2018-06-20 12:15:00,0,浦东新区,硕士,,未融资,开发/测试/运维类,3天前发布,,,today,信息安全,,1,实习,1529660152000,31.19063400000001,2号线_张江高科,121.58871299999998,0,,"虹膜识别,人工智能,高速成长,大牛指导",4588815,"初级,实习,模式识别",图像处理算法工程师（机器学习）,,6641875,0,0,3k-5k,0,数据开发,张江高科,2号线,应届毕业生
"张江,世纪公园,花木",上海,上海蝶威智能科技有限公司,329751,"""""",i/image3/M00/29/AF/CgpOIFqc2TiAYL_FAACaNNDw7uY630.jpg,蝶威智能,少于15人,2018-06-07 09:20:49,0,浦东新区,硕士,,不需要融资,开发/测试/运维类,2018-06-07,,,today,金融,"金融,深度学习,大数据,算法",0,全职,1529654734000,31.207297999999998,2号线_龙阳路;2号线_世纪公园;7号线_龙阳路;磁悬浮_龙阳路,121.56224499999999,0,,"人工智能,机器学习,深度学习",4419377,"金融,深度学习,大数据,算法",量化金融分析师（人工智能与机器学习方向）,,9966149,0,0,15k-25k,0,数据开发,世纪公园,磁悬浮,不限
"塘桥,花木,陆家嘴",上海,上海秦苍信息科技有限公司,34683,"美式企业文化,节日礼物,股票期权,岗位晋升",i/image/M00/34/6A/CgpEMlk6ZmmAYZeaAAAb73aIfTY754.png,买单侠,500-2000人,2018-06-20 10:31:19,0,浦东新区,本科,,C轮,开发/测试/运维类,3天前发布,,,today,移动互联网、金融,,0,全职,1529649510000,31.217794,2号线_上海科技馆;2号线_世纪大道;4号线_世纪大道;4号线_浦电路(4号线);4号线_蓝村路;4号线_塘桥;6号线_蓝村路;6号线_浦电路(6号线);6号线_世纪大道;9号线_世纪大道,121.531349,0,,"福利好,团队好,有期权,有大牛",4326879,大数据,python 开发工程师（机器学习系统）,,9787452,1,3,15k-25k,0,数据开发,塘桥,4号线,1-3年
张江,上海,百度在线网络技术（北京）有限公司,1575,"股票期权,弹性工作,五险一金,免费班车",i/image/M00/21/3E/CgpFT1kVdzeAJNbUAABJB7x9sm8374.png,百度,2000人以上,2018-06-22 10:27:25,0,浦东新区,不限,,不需要融资,开发/测试/运维类,1天前发布,,"一年调薪4次,5险1金,6险1金",today,"移动互联网,数据服务",,0,全职,1529667484000,31.179817,,121.606079,0,,"大平台,发展空间",4756891,深度学习,AI技术生态部_机器学习算法策略工程师,,1985994,0,0,15k-30k,0,数据开发,,,1-3年
,上海,上海寻梦信息技术有限公司,107784,"股票期权,专项奖金,弹性工作,扁平管理",i/image/M00/B1/1A/Cgp3O1i41miAcqAtAAFIpcEdu4s331.jpg,拼多多,500-2000人,2018-06-16 22:56:39,0,长宁区,本科,,C轮,开发/测试/运维类,2018-06-16,,,today,"电子商务,移动互联网","广告营销,大数据,Java,算法,python",0,全职,1529686637000,31.208967,2号线_娄山关路;3号线_延安西路;4号线_延安西路;10号线(航中路)_伊犁路;10号线(航中路)_水城路;10号线(虹桥火车站)_伊犁路;10号线(虹桥火车站)_水城路,121.40263600000002,0,,"平台大,大牛多,氛围好",4143121,"广告营销,大数据,Java,算法,python",广告机器学习平台研发工程师,,3032901,1,100,25k-50k,0,数据开发,水城路,10号线(航中路),1-3年
"""""",上海,北京三快在线科技有限公司,50702,"技能培训,绩效奖金,岗位晋升,领导好",i/image/M00/6A/05/Cgp3O1gW8zSAUwUsAABMptH-XY087.jpeg,美团点评,2000人以上,2018-05-30 15:34:50,0,长宁区,本科,,D轮及以上,开发/测试/运维类,2018-05-30,,"早九晚六,免费休闲游,带薪病假,交通补助,免费体检,弹性工作,BAT背景,地铁周边,5险1金,定期团建,生日聚会,6险1金",threeDays,"移动互联网,O2O",,0,全职,1529549585000,,,,0,,海量数据,4453402,,机器学习算法专家（安全领域）,,4699364,0,0,40k-70k,0,数据开发,,,5-10年
张江,上海,美味不用等（上海）信息科技股份有限公司,15257,"绩效奖金,股票期权,专项奖金,年底双薪",i/image/M00/72/5C/CgqKkVgsLoqAF1BlAABc2otHAg8730.jpg,美味不用等,500-2000人,2018-06-19 14:27:09,0,浦东新区,本科,,D轮及以上,开发/测试/运维类,2018-06-19,,"试用期上社保,试用期上公积金,生日红包,免费下午茶,免费体检,试用享转正工资,定期团建,生日聚会",today,"移动互联网,O2O",,0,全职,1529660409000,31.207614000000003,2号线_金科路;2号线_张江高科,121.5935,0,,一年 14-16 薪，2 次加薪晋升机会,4248483,"数据分析,数据挖掘,深度学习",机器学习与算法工程师 (C端用户产品),,138049,1,15,15k-25k,0,数据开发,张江高科,2号线,1-3年
,上海,上海七牛信息技术有限公司,4832,"年底双薪,节日礼物,技能培训,年度旅游",i/image3/M00/0B/25/CgpOIFplpvyAAruCAAASq8Y0IL4417.png,七牛云,150-500人,2018-06-22 10:09:26,0,浦东新区,本科,,D轮及以上,开发/测试/运维类,1天前发布,,,today,"移动互联网,数据服务","云计算,高级,linux",0,全职,1529663886000,0.0,,0.0,0,,"六险一金,免费健身,年假",4575363,"云计算,高级,linux",资深运维开发（机器学习）,,89086,1,2,20k-30k,0,运维安全,,,3-5年
"复旦大学,五角场",上海,上海幻电信息科技有限公司,30830,"带薪年假,绩效奖金,交通补助,午餐补助",i/image/M00/95/C7/Cgp3O1ib47SARaD_AAAReZn2oqM588.png,哔哩哔哩,2000人以上,2018-06-22 14:05:37,0,杨浦区,本科,,上市公司,开发/测试/运维类,1天前发布,,,today,"移动互联网,文化娱乐",,0,全职,1529664912000,31.308258,10号线(航中路)_三门路;10号线(航中路)_江湾体育场;10号线(航中路)_五角场;10号线(虹桥火车站)_三门路;10号线(虹桥火车站)_江湾体育场;10号线(虹桥火车站)_五角场,121.506437,0,,"公司好,发展快,氛围好,领导好",3802447,"算法,自然语言处理",基础平台研发工程师（机器学习/深度学习方向）,,450270,1,100,20k-40k,0,数据开发,五角场,10号线(航中路),3-5年
,上海,同盾科技有限公司,6502,"技能培训,股票期权,绩效奖金,岗位晋升",i/image/M00/15/04/Cgp3O1bqjJSAL_ILAAGd2i3E4lo109.jpg,同盾科技,500-2000人,2018-06-21 11:34:30,0,徐汇区,本科,,C轮,开发/测试/运维类,2天前发布,,"试用期上社保,年底双薪,免费下午茶,学习机会,BAT背景,免费体检,Mac办公,定期团建,加班补贴,试用期上公积金,免费健身房,一年调薪2次,打车报销,弹性工作",today,"信息安全,数据服务",,0,全职,1529673883000,31.183824,4号线_大木桥路;4号线_东安路;4号线_上海体育场;7号线_龙华中路;7号线_东安路;11号线(嘉定北)_龙华;11号线(花桥)_龙华;12号线_龙华;12号线_龙华中路;12号线_大木桥路,121.457355,0,,"大牛指导,15薪,弹性上班制,发展空间大",4432153,,Java 开发工程师（机器学习团队）-00668,,81793,1,10,10k-20k,0,后端开发,上海体育场,11号线(花桥),3-5年
曹家渡,上海,上海复深蓝软件股份有限公司,244600,,i/image/M00/5A/EA/CgpFT1mNWBiAMa2RAAAjZ_wFd40009.jpg,软件系统开发 测试平台运维服务,500-2000人,2018-06-19 09:37:59,0,静安区,大专,,上市公司,开发/测试/运维类,2018-06-19,,,today,"移动互联网,企业服务","金融,汽车,数据分析",0,全职,1529630231000,31.22863,2号线_江苏路;3号线_曹杨路;3号线_金沙江路;4号线_金沙江路;4号线_曹杨路;11号线(嘉定北)_江苏路;11号线(嘉定北)_隆德路;11号线(嘉定北)_曹杨路;11号线(花桥)_江苏路;11号线(花桥)_隆德路;11号线(花桥)_曹杨路;13号线_金沙江路;13号线_隆德路;13号线_武宁路,121.428328,0,,"五险一金,年终奖金,上市公司,发展空间大",4705643,"金融,汽车,数据分析",大数据开发（数据挖掘或机器学习方向）05,,8668622,3,4,15k-30k,0,数据开发,武宁路,11号线(花桥),1-3年
,上海,百度在线网络技术（北京）有限公司,1575,"股票期权,弹性工作,五险一金,免费班车",i/image/M00/21/3E/CgpFT1kVdzeAJNbUAABJB7x9sm8374.png,百度,2000人以上,2018-06-22 10:05:50,0,浦东新区,本科,,不需要融资,开发/测试/运维类,1天前发布,,"一年调薪4次,5险1金,6险1金",today,"移动互联网,数据服务",,0,全职,1529647209000,0.0,,0.0,0,,"五险一金,带薪休假",4125974,"C++,Java,深度学习",百度手机输入法_资深机器学习算法工程师,,4815173,0,0,30k-50k,0,数据开发,,,3-5年
张江,上海,百度在线网络技术（北京）有限公司,1575,"股票期权,弹性工作,五险一金,免费班车",i/image/M00/21/3E/CgpFT1kVdzeAJNbUAABJB7x9sm8374.png,百度,2000人以上,2018-06-22 10:17:52,0,浦东新区,不限,,不需要融资,开发/测试/运维类,1天前发布,,"一年调薪4次,5险1金,6险1金",today,"移动互联网,数据服务",,0,全职,1529667484000,31.179817,,121.606079,0,,发展空间大,4748992,"大数据,深度学习",AI技术生态部_资深机器学习算法策略工程师（上海）,,1985994,0,0,30k-45k,0,数据开发,,,3-5年
张江,上海,美味不用等（上海）信息科技股份有限公司,15257,"绩效奖金,股票期权,专项奖金,年底双薪",i/image/M00/72/5C/CgqKkVgsLoqAF1BlAABc2otHAg8730.jpg,美味不用等,500-2000人,2018-06-19 14:27:08,0,浦东新区,硕士,,D轮及以上,开发/测试/运维类,2018-06-19,,"试用期上社保,试用期上公积金,生日红包,免费下午茶,免费体检,试用享转正工资,定期团建,生日聚会",today,"移动互联网,O2O",,0,全职,1529660409000,31.207614000000003,2号线_金科路;2号线_张江高科,121.5935,0,,一年 14-16 薪，2 次加薪晋升机会,4247320,"图像处理,数据挖掘,深度学习,图形处理,语音处理",机器学习与算法工程师 (语音/图像),,138049,1,15,20k-35k,0,数据开发,张江高科,2号线,3-5年
