businessZones,city,companyFullName,companyId,companyLabelList,companyLogo,companyShortName,companySize,createTime,deliver,district,education,explain,financeStage,firstType,formatCreateTime,gradeDescription,hitags,imState,industryField,industryLables,isSchoolJob,jobNature,lastLogin,latitude,linestaion,longitude,pcShow,plus,positionAdvantage,positionId,positionLables,positionName,promotionScoreExplain,publisherId,resumeProcessDay,resumeProcessRate,salary,score,secondType,stationname,subwayline,workYear
古荡,杭州,支付宝(杭州)信息技术有限公司,153849,"年底双薪,带薪年假,股票期权,绩效奖金",i/image/M00/1F/54/CgpFT1kRuMmASL74AAAg3WZnNI005.jpeg,蚂蚁金服集团,2000人以上,2018-06-21 18:49:51,0,西湖区,本科,,B轮,开发/测试/运维类,2天前发布,,"年底双薪,17薪,股票期权,免费体检,5险1金,人体工学椅,晋升机制",today,"金融,移动互联网",,0,全职,1529676723000,30.272627000000004,2号线_学院路;2号线_古翠路,120.12578799999999,0,,"金融核心,国际合作,数据算法,新金融",4553533,"数据分析,数据挖掘,深度学习,人工智能",蚂蚁金服-风险风控数据算法工程师／机器学习专家,,8813562,0,0,20k-40k,0,数据开发,古翠路,2号线,不限
,杭州,北京数美时代科技有限公司,82991,"年底双薪,大数据,带薪年假,通讯津贴",i/image/M00/76/C2/CgqKkVg2fVCASEreAABS01Upo_A221.jpg,数美,150-500人,2018-06-22 14:44:57,0,余杭区,本科,,B轮,开发/测试/运维类,1天前发布,,,today,"企业服务,数据服务","征信,数据挖掘,深度学习,大数据,算法",1,实习,1529671553000,30.334556,,119.97175,0,,"大牛导师,海量数据,飞速发展",4046609,"征信,数据挖掘,深度学习,大数据,算法",机器学习（校招／实习）,,2117266,1,100,4k-8k,0,数据开发,,,应届毕业生
仓前,杭州,北京零零无限科技有限公司,77306,"智能硬件,弹性工作,五险一金,股票期权",i/image/M00/26/0F/CgqKkVcgU1aABK_iAAAV-LXFris985.png,零零无限,50-150人,2018-06-21 15:53:54,0,余杭区,硕士,,A轮,开发/测试/运维类,2天前发布,,,today,硬件,,0,全职,1529675876000,29.993662,,119.993591,0,,"优秀团队,人工智能,无人机",3388403,深度学习,机器学习算法工程师,,205919,1,40,20k-40k,0,数据开发,,,1-3年
仓前,杭州,同盾科技有限公司,6502,"技能培训,股票期权,绩效奖金,岗位晋升",i/image/M00/15/04/Cgp3O1bqjJSAL_ILAAGd2i3E4lo109.jpg,同盾科技,500-2000人,2018-06-21 11:34:31,0,余杭区,本科,,C轮,开发/测试/运维类,2天前发布,,"试用期上社保,年底双薪,免费下午茶,学习机会,BAT背景,免费体检,Mac办公,定期团建,加班补贴,试用期上公积金,免费健身房,一年调薪2次,打车报销,弹性工作",today,"信息安全,数据服务",,0,全职,1529673883000,30.280276,,120.01799199999999,0,,"六险一金,弹性工作,年底多薪,创业公司",4706349,数据挖掘,机器学习算法专家-杭州-00662,,81793,1,10,20k-35k,0,数据开发,,,3-5年
仓前,杭州,杭州机慧科技有限公司,169675,"绩效奖金,股票期权,专项奖金,年终分红",i/image3/M00/2D/62/CgpOIFqfW0WAY_uJAABbJyXtVaY290.png,Terminai机慧科技,少于15人,2018-06-15 17:52:15,0,余杭区,硕士,,未融资,开发/测试/运维类,2018-06-15,,,disabled,"移动互联网,硬件",,0,全职,1529147664000,30.275468,,119.979918,0,,"期权激励,酷炫产品,人性化管理",2832353,"高级,中级,算法,模式识别",计算机视觉-机器学习/深度学习专家,,6938515,0,0,16K-32K,0,数据开发,,,3-5年
"西湖,黄龙,北山,西湖,西湖,黄龙,黄龙,北山,北山",杭州,上海寰融信息技术有限公司,30848,"带薪年假,绩效奖金,定期体检,股票期权",i/image/M00/45/8C/Cgp3O1eIoa6AZgafAAAL5Ty48hg613.png,GFT,15-50人,2018-06-22 09:57:44,0,西湖区,博士,,A轮,金融类,1天前发布,,,today,"金融,数据服务",,0,兼职,1529640009000,30.259324,,120.13020300000001,0,,"金融AI,替代分析师,大数据处理",3813064,"js,python,金融AI,分析员",机器学习科学家（可兼职）（杭州）,,1529867,1,20,20k-40k,0,证券/期货,,,不限
,杭州,浙江九章资产管理有限公司,138219,"午餐补助,内部基金,年底多薪,美女多",i/image/M00/46/AF/CgqKkVeNiMuAd8ysAACbQINCrcE606.jpg,幻方量化,50-150人,2018-06-19 09:35:37,0,下城区,硕士,,不需要融资,开发/测试/运维类,2018-06-19,,,today,"移动互联网,金融",,0,全职,1529649985000,30.273255,1号线(下沙江滨)_凤起路;1号线(下沙江滨)_武林广场;1号线(下沙江滨)_西湖文化广场;1号线(下沙江滨)_打铁关;1号线(临平)_凤起路;1号线(临平)_武林广场;1号线(临平)_西湖文化广场;1号线(临平)_打铁关;2号线_建国北路;2号线_中河北路;2号线_凤起路,120.17325500000001,0,,"精英团队,福利待遇好,发展空间大,团队大牛多",4520539,,算法工程师（机器学习）,,5593834,1,86,33k-66k,0,数据开发,中河北路,1号线(下沙江滨),不限
"翠苑,文一路,古墩路",杭州,浙江每日互动网络科技股份有限公司,13163,"绩效奖金,股票期权,年底双薪,专项奖金",i/image/M00/4B/5B/Cgp3O1efAWWAC02xAAB2G5qzmHQ810.png,个推,150-500人,2018-06-19 19:06:45,0,西湖区,本科,,D轮及以上,开发/测试/运维类,2018-06-19,,,threeDays,移动互联网,,1,实习,1529569359000,30.2903098,2号线_古翠路,120.11455979,0,,零食水果、生日party，旅游体检。,3634790,"大数据,数据挖掘,人工智能,算法,自然语言处理",Java/机器学习方向实习生,,158057,1,4,3k-5k,0,后端开发,古翠路,2号线,不限
长河,杭州,杭州西纬软件科技有限公司,340885,"股票期权,带薪年假,交通补助,午餐补助",i/image3/M00/4A/0E/CgpOIFrUFMSACVUWAAAg2Ux8Cx0401.png,杭州西纬,15-50人,2018-06-19 16:25:17,0,滨江区,本科,,不需要融资,开发/测试/运维类,2018-06-19,,,sevenDays,"移动互联网,其他","视频,模式识别,人工智能,深度学习",0,全职,1529396702000,30.188878999999996,,120.193491,0,,"集团背景,创业初心,好领导,好团队",4428527,"视频,模式识别,人工智能,深度学习",高级机器学习算法工程师,,10200473,2,100,25k-40k,0,数据开发,,,3-5年
,杭州,杭州顺网科技股份有限公司,719,"技能培训,节日礼物,年度旅游,岗位晋升",image1/M00/00/04/Cgo8PFTUV_6AVXv_AABIZ9DP5Fk292.jpg,顺网科技,500-2000人,2018-06-14 09:09:28,0,西湖区,本科,,上市公司,开发/测试/运维类,2018-06-14,,,disabled,"游戏,文化娱乐",,0,全职,1529552213000,30.286205,,120.05703500000001,0,,"上市公司,发展前景大,大数据团队,PB级数据",4554921,"算法,大数据,AI",机器学习平台优化工程师,,2295568,1,23,15k-25k,0,数据开发,,,1-3年
