company,education,experience,location,position,salary
阿里巴巴集团,本科,5-10年,杭州,数据产品专家,25k-50k
好德投资,硕士,1-3年,杭州,AI聊天机器人开发/深度机器学习/人工智能,10k-20k
蚂蚁金服,硕士,3-5年,杭州,数据挖掘,35k-70k
阿里巴巴集团,本科,3-5年,杭州,机器学习算法工程师,20k-40k
阿里巴巴集团,本科,3-5年,杭州,资深java工程师-紧急招聘,20k-35k
公信宝,不限,不限,杭州,Java爬虫工程师,10k-20k
码全科技,本科,1年以内,杭州,深度学习,8k-10k
势成科技,硕士,5-10年,杭州,数据分析工程师,20k-35k
淘宝网,本科,1-3年,杭州,资深前端开发工程师,18k-30k
阿里巴巴集团,本科,3-5年,杭州,视觉设计经理,10k-15k
蚂蚁金服,本科,3-5年,杭州,Java,20k-40k
深合科技,本科,3-5年,杭州,高级图像算法工程师,15k-30k
阿里巴巴集团,硕士,5-10年,杭州,技术专家,30k-40k
海康威视,本科,3-5年,杭州,资深数据挖掘工程师,1k-2k
微医集团,硕士,3-5年,杭州,人工智能研发工程师,20k-40k
智成科技,硕士,3-5年,杭州,资深算法工程师/算法团队负责人,40k-80k
阿里巴巴集团,本科,不限,杭州,算法专家,20k-40k
阿里巴巴集团,本科,不限,杭州,资深测试开发工程师／专家--Base 杭州,22k-40k
帷幄匠心,本科,3-5年,杭州,嵌入式系统工程师,20k-40k
网易游戏,本科,不限,杭州,爬虫工程师（实习生）,2k-4k
阿里巴巴集团,不限,5-10年,杭州,Java架构师,25k-50k
网思科平,本科,3-5年,杭州,大数据分析,12k-18k
深睿医疗,硕士,不限,杭州,深度/机器学习研究员,20k-40k
麦歌算法,本科,3-5年,杭州,算法研究员,25k-50k
得图网络,硕士,1-3年,杭州,算法研究员,17k-25k
差评,本科,1-3年,杭州,PHP开发工程师,10k-15k
绿伽网络,本科,3-5年,杭州,数据挖掘工程师,15k-20k
阿里巴巴集团,本科,3-5年,杭州,算法应用工程师/专家,20k-40k
有赞,本科,5-10年,杭州,数据科学家,35k-70k
斑马数智,本科,1-3年,杭州,大数据开发工程师,10k-20k
杭州斯凯网络,本科,1-3年,杭州,数据分析师,10k-20k
易思维,硕士,1-3年,杭州,算法工程师 （图像处理方向）,12k-21k
国辰迈联,硕士,1-3年,杭州,算法工程师,15k-23k
传化集团有限公司,不限,1-3年,杭州,机器学习工程师,18k-25k
传化集团有限公司,不限,不限,杭州,知识图谱工程师,18k-25k
传化集团有限公司,硕士,1-3年,杭州,知识图谱工程师,18k-25k
翼米网络,本科,不限,杭州,算法工程师,2k-4k
东家,本科,3-5年,杭州,算法工程师,20k-35k
江苏达科,本科,3-5年,杭州,运维开发工程师,9k-15k
金吉,大专,3-5年,杭州,web前端工程师,12k-16k
传化集团有限公司,硕士,1-3年,杭州,知识图谱工程师,18k-25k
华为,不限,不限,杭州,计算机视觉(CV)研发工程师,20k-40k
盈盈理财,不限,1-3年,杭州,NLP (MJ000149),10k-20k
阿里巴巴集团,本科,5-10年,杭州,数据开发,27k-28k
奥发金融,本科,1-3年,杭州,数据分析师,10k-15k
橙鹰,不限,不限,杭州,资深数据分析专员/专家,20k-40k
网易,本科,5-10年,杭州,资深算法工程师,30k-60k
网易,本科,10年以上,杭州,算法专家-音乐事业部,40k-80k
网易,本科,5-10年,杭州,信息流推荐算法专家,30k-60k
中天微,本科,3-5年,杭州,DSP算法优化工程师,12k-24k
中电协通,硕士,1-3年,杭州,算法工程师,10k-20k
网易,本科,5-10年,杭州,资深风控算法工程师,30k-60k
蚂蚁金服,本科,1-3年,杭州,算法工程师(智能运维方向),20k-40k
滴滴出行,不限,不限,杭州,Java开发工程师,30k-40k
浙江零跑科技有限公司,硕士,不限,杭州,深度学习算法工程师,15k-25k
数为科技,本科,3-5年,杭州,Python架构师,15k-30k
数为科技,本科,3-5年,杭州,Python后台架构师,15k-30k
CityDO,硕士,1-3年,杭州,数据及算法,15k-30k
信雅达BPO,本科,1-3年,杭州,C++开发工程师,9k-18k
道玺投资,本科,3-5年,杭州,高级算法工程师,25k-40k
阿里巴巴集团,本科,10年以上,杭州,技术经理,80k-110k
阿里巴巴集团,本科,3-5年,杭州,机器学习,35k-50k
淘宝,不限,不限,杭州,搜索高级工程师/专家,20k-40k
淘宝,本科,3-5年,杭州,搜索算法,20k-40k
富聊,本科,1-3年,杭州,大数据分析师,10k-20k
速康,本科,1-3年,杭州,机器学习算法工程师,15k-30k
触手TV,本科,1-3年,杭州,推荐算法工程师,15k-30k
阿里巴巴集团,本科,3-5年,杭州,金融风控专家,20k-40k
阿里巴巴集团,硕士,1-3年,杭州,反作弊运营,15k-30k
阿里巴巴集团,硕士,1-3年,杭州,数据挖掘,15k-30k
橙鹰,本科,3-5年,杭州,资深数据挖掘工程师,18k-30k
中奥科技,大专,1-3年,杭州,数据分析工程师,8k-15k
北京新致君阳,大专,3-5年,杭州,Java,12k-24k
北京新致君阳,本科,3-5年,杭州,Java,15k-30k
Eigen,本科,不限,杭州,数据工程师,15k-20k
挖财,本科,3-5年,杭州,数据算法工程师,18k-30k
网易杭州,本科,3-5年,杭州,高级Java开发工程师（七鱼）-5778,18k-30k
天猫,本科,1-3年,杭州,高级测试开发工程师/开发专家,20k-40k
阿里巴巴集团,本科,3-5年,杭州,大数据研发专家,25k-50k
阿里巴巴集团,硕士,1-3年,杭州,高级测试开发工程师,25k-40k
鑫合汇,本科,3-5年,杭州,数据高级建模专家,20k-35k
医惠科技,硕士,3-5年,杭州,nlp算法工程师,14k-28k
天猫,本科,3-5年,杭州,智能算法工程师,20k-40k
天猫,本科,3-5年,杭州,图像算法工程师,20k-40k
51信用卡管家,本科,1-3年,杭州,深度学习,25k-50k
斑马数智,本科,3-5年,杭州,资深大数据开发工程师,15k-30k
备胎好车,本科,3-5年,杭州,数据分析经理,15k-25k
翼米网络,本科,1年以内,杭州,风控算法工程师,3k-6k
翼米网络,本科,1年以内,杭州,算法工程师,3k-6k
安恒信息,本科,3-5年,杭州,爬虫开发工程师,15k-25k
掌众金服,硕士,不限,杭州,风控,3k-4k
曲速科技,大专,3-5年,杭州,Python工程师,10k-20k
曲速科技,本科,3-5年,杭州,python量化交易工程师,10k-20k
安脉盛,本科,不限,杭州,自然语言处理算法工程师,15k-25k
安脉盛,本科,不限,杭州,人工智能算法工程师,15k-25k
杭州蒲公英数据科技,大专,1-3年,杭州,风控建模（机器学习方向）,13k-25k
罗杰岛,本科,1年以内,杭州,金融软件开发员,5k-8k
第伍区科技,不限,不限,杭州,Python 数字货币量化交易研发工程师,15k-30k
我和我们,本科,1年以内,杭州,Python,4k-8k
阿里巴巴集团,硕士,1-3年,杭州,市场推广反作弊运营,20k-40k
华云科技,本科,1-3年,杭州,数据挖掘算法工程师,8k-16k
阿里巴巴集团,本科,3-5年,杭州,Java资深开发工程师/专家-智能产品方向,30k-50k
阿里集团,本科,1-3年,杭州,推荐算法,30k-60k
网易游戏,硕士,3-5年,杭州,资深计算机视觉算法工程师,25k-35k
会友科技,硕士,3-5年,杭州,图像算法,20k-30k
橙鹰,硕士,3-5年,杭州,NLP算法专家,25k-50k
阿里集团,本科,不限,杭州,Java研发/专家招聘,20k-40k
暄暄科技,硕士,1-3年,杭州,自然语言NLP工程师,15k-30k
暄暄科技,硕士,1-3年,杭州,NLP实习生,5k-10k
阿里巴巴集团,不限,不限,杭州,安全部风险能力中台-JAVA研发工程师,18k-36k
酷家乐,本科,3-5年,杭州,智能算法工程师,25k-40k
蚂蚁金服,本科,3-5年,杭州,Java,20k-35k
恒生电子,硕士,5-10年,杭州,大数据架构师,18k-30k
数美,硕士,不限,杭州,机器学习（实习/校招）,4k-6k
数为科技,硕士,3-5年,杭州,图像算法,25k-40k
霖梓控股,不限,5-10年,杭州,资深大数据开发工程师,16k-30k
浙江新再灵,本科,5-10年,杭州,前端工程师,18k-36k
爱自拍,本科,1-3年,杭州,ETL工程师,10k-20k
欣茂科技,本科,3-5年,杭州,图像分析研究员,30k-60k
鑫合汇,本科,3-5年,杭州,数据仓库工程师,15k-30k
宽华集团,硕士,1-3年,杭州,区块链、人工智能方向研究员,10k-15k
浙江新再灵,本科,5-10年,杭州,前端工程师,18k-36k
网易,硕士,不限,杭州,高级/资深广告算法工程师,20k-35k
51信用卡管家,本科,1-3年,杭州,算法工程师,15k-30k
信雅达泛泰科技,硕士,1-3年,杭州,数据挖掘工程师,8k-15k
银江股份,本科,1-3年,杭州,大数据工程师,10k-20k
大搜车,本科,3-5年,杭州,风险建模师,15k-25k
绿湾,硕士,3-5年,杭州,大数据运维工程师,20k-35k
桃树科技,硕士,1-3年,杭州,资深算法工程师（杭州）,20k-40k
壹宝,本科,3-5年,杭州,ETL工程师,10k-20k
结构洞,硕士,不限,杭州,AI 算法师,15k-25k
结构洞,本科,5-10年,杭州,技术总监,25k-35k
阿里巴巴集团,本科,3-5年,杭州,美术设计师（2D/3D）,15k-30k
Tiki,不限,不限,杭州,3D与视觉算法工程师,15k-30k
垒亿资管,硕士,应届生,杭州,数量金融工程师,9k-17k
盈盈理财,硕士,5-10年,杭州,算法专家,25k-40k
盈盈理财,硕士,3-5年,杭州,自然语言处理,15k-25k
盈盈理财,本科,3-5年,杭州,数据挖掘,15k-30k
阿里巴巴集团,硕士,不限,杭州,算法专家,15k-30k
阿里巴巴集团,本科,3-5年,杭州,P7 C++技术专家,15k-30k
菜鸟网络,本科,应届生,杭州,19届校招内推（数据）,5k-6k
蚂蚁金服,本科,3-5年,杭州,高级java开发工程师,20k-40k
阿里巴巴集团,本科,3-5年,杭州,算法工程师,20k-40k
杭州数空科技有限公司,本科,不限,杭州,算法工程师,10k-20k
蚂蚁金服,本科,1-3年,杭州,JAVA 高级开发工程师,20k-30k
麦歌算法,硕士,1-3年,杭州,算法研究员,20k-30k
杭州明霖,本科,3-5年,杭州,高级数据挖掘工程师,20k-40k
歌特网络科技,硕士,5-10年,杭州,数据科学家,50k-51k
阿里巴巴集团,本科,3-5年,杭州,Java技术专家,20k-30k
阿里巴巴集团,本科,1年以内,杭州,高级java研发工程师,20k-21k
菜鸟网络,本科,1-3年,杭州,机器学习,20k-40k
天壤智能,本科,1-3年,杭州,人工智能研发工程师,15k-30k
蚂蚁金服,本科,3-5年,杭州,高级测试开发工程师 / 测试专家,20k-40k
盈盈理财,本科,3-5年,杭州,数据挖掘,15k-25k
酷家乐,本科,不限,杭州,Java工程师（渲染方向）,15k-30k
析牛科技,本科,3-5年,杭州,量化投资策略研发,20k-40k
天猫,本科,3-5年,杭州,web前端工程师,20k-40k
东经科技,本科,1-3年,杭州,Java开发工程师,7k-14k
杭州数澜科技有限公司,本科,不限,杭州,大数据平台研发工程师,15k-25k
酷家乐,本科,1-3年,杭州,智能算法工程师,25k-40k
酷家乐,本科,1-3年,杭州,机器学习算法工程师,18k-35k
歌特网络科技,本科,3-5年,杭州,算法工程师,35k-70k
